04/02/2026 13:05 - Notas fiscais emitidas entre 04-04-2020 e 04-02-2026

Data da Emissão;Número;Série;Valor;Cliente;CNPJ/CPF;Pedido;Vendedor
01/04/2025 13:27:15;10553;1;2786,7;Mega Transportes ME;32.180.724/0001-58;0;Amanda Carvalho
01/04/2025 13:13:57;10552;1;3866,7005;Nexus Eletrônicos Grupo;13.674.303/0001-93;0;Mariana Fernandes
01/04/2025 13:10:04;10551;1;2428,2;Delta Bebidas ME;47.181.975/0001-39;0;Mariana Fernandes
01/04/2025 13:06:37;10550;1;1087,44;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
01/04/2025 13:02:45;10549;1;850,5;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
01/04/2025 12:59:09;10548;1;2664,2;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
01/04/2025 09:17:30;10547;1;41,6;Energy Metalúrgica EIRELI;55.819.564/0001-44;0;Amanda Carvalho
31/03/2025 09:43:04;10546;1;12,6;Amazonas Elétricos LTDA;26.614.704/0001-52;0;Amanda Ferreira
28/03/2025 14:01:18;10545;1;5509,7;Prime Móveis S.A.;67.365.869/0001-41;0;Amanda Carvalho
28/03/2025 13:50:59;10544;1;385,2;Core Alimentos EIRELI;39.864.192/0001-65;0;Amanda Carvalho
28/03/2025 10:17:02;10543;1;780;Creative Móveis ME;56.541.171/0001-95;0;Mariana Fernandes
28/03/2025 10:00:30;10542;1;785,96;Software Componentes ME;43.242.352/0001-81;0;Amanda Carvalho
27/03/2025 13:25:02;10541;1;298;Health Sistemas ME;69.488.376/0001-91;0;Amanda Carvalho
27/03/2025 12:28:24;10540;1;563,7;Green Comércio ME;57.391.261/0001-66;0;Mariana Fernandes
27/03/2025 10:06:52;10539;1;772,6;Energy Transportes Grupo;82.408.515/0001-80;0;Amanda Carvalho
26/03/2025 16:02:23;10538;1;260,9;Gold Distribuidora Grupo;41.692.708/0001-15;0;Amanda Ferreira
26/03/2025 14:45:21;10537;1;3804,8;Consulting Bebidas ME;73.697.246/0001-39;0;Amanda Carvalho
26/03/2025 14:29:36;10536;1;249;Consulting Metalúrgica LTDA;60.706.677/0001-94;0;Amanda Carvalho
26/03/2025 11:57:50;10535;1;771;Nexus Componentes Grupo;45.928.990/0001-10;0;Amanda Carvalho
26/03/2025 09:51:41;10534;1;1598,2;Amazonas Data ME;79.897.643/0001-10;0;Mariana Fernandes
25/03/2025 14:36:47;10533;1;642,06;Creative Web ME;35.250.125/0001-15;0;Amanda Carvalho
25/03/2025 10:33:03;10532;1;3007,5;Food Alimentos EIRELI;68.361.782/0001-11;0;Amanda Carvalho
24/03/2025 11:19:32;10531;1;2630;Smart Comércio ME;25.671.882/0001-63;0;Amanda Carvalho
21/03/2025 13:51:46;10530;1;554;Elite Sistemas S.A.;98.349.413/0001-94;0;Amanda Carvalho
21/03/2025 13:31:48;10529;1;2321,6;Sigma Transportes S.A.;10.499.371/0001-68;0;Amanda Carvalho
21/03/2025 09:27:33;10528;1;598,5;Micro Componentes EIRELI;96.659.261/0001-19;0;Amanda Ferreira
20/03/2025 10:51:18;10527;1;224,91;Synergy Projetos LTDA;70.119.867/0001-79;0;Amanda Carvalho
19/03/2025 15:10:27;10526;1;1850,8;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
19/03/2025 14:58:45;10525;1;219;Health Sistemas ME;69.488.376/0001-91;0;Amanda Carvalho
19/03/2025 10:40:21;10524;1;190;Plastic Data Grupo;48.754.534/0001-98;0;Mariana Fernandes
18/03/2025 14:14:11;10523;1;255;Plastic Eletrônicos S.A.;25.353.330/0001-18;0;Mariana Fernandes
18/03/2025 14:11:51;10522;1;375;Master Obras Grupo;69.151.670/0001-41;0;Amanda Carvalho
18/03/2025 13:57:25;10521;1;4158,9;Creative Web ME;35.250.125/0001-15;0;Mariana Fernandes
18/03/2025 10:20:29;10520;1;237,5;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
18/03/2025 10:16:32;10519;1;129,6;Air Distribuidora LTDA;90.723.918/0001-40;0;Amanda Carvalho
18/03/2025 09:54:11;10518;1;897,5;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
17/03/2025 15:01:58;10517;1;839;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
17/03/2025 14:01:42;10516;1;36,5;Tech Sistemas S.A.;72.668.876/0001-40;0;Amanda Carvalho
17/03/2025 11:01:27;10515;1;309,5;Core Indústria ME;82.180.187/0001-72;0;Mariana Fernandes
17/03/2025 10:59:38;10514;1;40,5;Global Metalúrgica ME;92.252.372/0001-28;0;Amanda Ferreira
14/03/2025 14:53:30;10513;1;663,0047;Synergy Componentes EIRELI;35.493.973/0001-71;0;Amanda Ferreira
14/03/2025 12:49:13;10512;1;475,5;Inova Sistemas S.A.;83.467.688/0001-47;0;Amanda Carvalho
14/03/2025 11:53:18;10511;1;1742,5;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
14/03/2025 09:12:35;10510;1;109;Marketing Web LTDA;94.505.381/0001-11;0;Amanda Ferreira
13/03/2025 12:41:19;10509;1;5819,8425;Sea Investimentos Grupo;30.158.620/0001-20;0;Amanda Carvalho
13/03/2025 10:57:47;10508;1;720,2;Consulting Metalúrgica LTDA;60.706.677/0001-94;0;Mariana Fernandes
13/03/2025 10:51:47;10507;1;152;Consulting Metalúrgica LTDA;60.706.677/0001-94;0;Mariana Fernandes
13/03/2025 10:45:52;10506;1;249;Consulting Metalúrgica LTDA;60.706.677/0001-94;0;Mariana Fernandes
13/03/2025 10:34:49;10505;1;1023,82;Service Redes Grupo;64.697.508/0001-56;0;Amanda Ferreira
13/03/2025 09:54:36;10504;1;660;Software Componentes ME;43.242.352/0001-81;0;Amanda Ferreira
13/03/2025 08:59:17;10503;1;253,4;Group Investimentos LTDA;87.863.608/0001-46;0;Amanda Ferreira
12/03/2025 14:42:39;10502;1;30;Advanced Metalúrgica EIRELI;88.926.769/0001-77;0;Mariana Fernandes
12/03/2025 13:36:53;10501;1;730;Food Serviços EIRELI;74.880.282/0001-74;0;Amanda Carvalho
11/03/2025 13:49:55;10500;1;2100;Nexus Componentes Grupo;45.928.990/0001-10;0;Mariana Fernandes
11/03/2025 13:39:06;10499;1;412,9;Power Obras ME;87.921.460/0001-38;0;Mariana Fernandes
11/03/2025 11:18:03;10498;1;121,5;Engineering Tecnologia Grupo;42.794.873/0001-94;0;Mariana Fernandes
11/03/2025 11:13:59;10497;1;750;Marketing Web LTDA;94.505.381/0001-11;0;Mariana Fernandes
10/03/2025 15:09:05;10496;1;2576,42;Service Redes Grupo;64.697.508/0001-56;0;Mariana Fernandes
10/03/2025 15:01:43;10495;1;1680,75;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
07/03/2025 15:55:35;10494;1;787,5;Marketing Metalúrgica ME;97.432.963/0001-17;0;Amanda Carvalho
07/03/2025 15:22:58;10493;1;711,4;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
07/03/2025 13:09:14;10492;1;196,5;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
05/03/2025 14:09:16;10491;1;1377,77;Solution Manutenção ME;63.780.488/0001-96;0;Amanda Carvalho
05/03/2025 14:07:55;10490;1;289,5;Solution Manutenção ME;63.780.488/0001-96;0;Amanda Carvalho
05/03/2025 14:04:06;10489;1;332,5;Solution Manutenção ME;63.780.488/0001-96;0;Amanda Carvalho
05/03/2025 12:01:51;10488;1;999;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
05/03/2025 11:48:44;10487;1;284,7;Health Manutenção S.A.;93.258.176/0001-70;0;Mariana Fernandes
05/03/2025 11:37:43;10486;1;608;Health Componentes Grupo;25.487.180/0001-80;0;Amanda Carvalho
05/03/2025 11:00:47;10485;1;692,5;Food Serviços EIRELI;74.880.282/0001-74;0;Amanda Carvalho
28/02/2025 15:45:47;10483;1;1143,18;Air Distribuidora LTDA;90.723.918/0001-40;0;Mariana Fernandes
28/02/2025 15:37:14;10482;1;426,5;Prime Embalagens S.A.;71.318.985/0001-61;0;Amanda Carvalho
28/02/2025 14:17:51;10481;1;207;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
28/02/2025 13:25:40;10480;1;576,5;Marketing Investimentos S.A.;19.803.339/0001-43;0;Mariana Fernandes
28/02/2025 13:21:05;10479;1;576,5;Marketing Investimentos S.A.;19.803.339/0001-43;0;Mariana Fernandes
28/02/2025 12:05:52;10478;1;655;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
28/02/2025 10:59:05;10477;1;1557;Creative Projetos ME;90.199.742/0001-92;0;Mariana Fernandes
27/02/2025 16:03:27;10476;1;1629,76;Delta Web S.A.;14.693.473/0001-26;0;Mariana Fernandes
27/02/2025 15:22:45;10475;1;1900,8;Tech Web EIRELI;63.279.305/0001-26;0;Amanda Carvalho
27/02/2025 11:04:22;10474;1;915,5;Energy Transportes Grupo;82.408.515/0001-80;0;
26/02/2025 12:45:00;10473;1;398;Marketing Elétricos S.A.;67.911.117/0001-21;0;Mariana Fernandes
26/02/2025 12:26:44;10472;1;576,5;Marketing Investimentos S.A.;19.803.339/0001-43;0;Mariana Fernandes
25/02/2025 15:23:57;10471;1;546;Mega Metalúrgica EIRELI;77.613.379/0001-31;0;Amanda Carvalho
25/02/2025 14:39:09;10470;1;1498,95;Creative Projetos ME;90.199.742/0001-92;0;Mariana Fernandes
25/02/2025 14:30:42;10469;1;270,75;Engineering Redes ME;66.664.822/0001-64;0;Mariana Fernandes
25/02/2025 12:55:58;10468;1;2246,95;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
25/02/2025 10:30:42;10467;1;319,95;Prime Embalagens S.A.;71.318.985/0001-61;0;Mariana Fernandes
25/02/2025 10:27:34;10466;1;403,75;Sea Bebidas Grupo;52.195.938/0001-40;0;Amanda Carvalho
24/02/2025 11:55:20;10465;1;1019;Nexus Manutenção Grupo;73.193.873/0001-16;0;Mariana Fernandes
24/02/2025 10:57:55;10464;1;95;Titan Moda EIRELI;61.787.765/0001-57;0;Mariana Fernandes
21/02/2025 16:16:32;10463;1;1957,5;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
21/02/2025 14:38:34;10462;1;412;Synergy Distribuidora LTDA;80.259.378/0001-46;0;Mariana Fernandes
21/02/2025 13:05:35;10461;1;650;Solution Manutenção ME;63.780.488/0001-96;0;Mariana Fernandes
21/02/2025 09:58:35;10460;1;700;Red Construções Grupo;99.120.977/0001-83;0;Amanda Carvalho
21/02/2025 09:53:14;10459;1;1750;Red Construções Grupo;99.120.977/0001-83;0;Amanda Carvalho
20/02/2025 15:53:35;10458;1;693;Sea Bebidas Grupo;52.195.938/0001-40;0;Amanda Carvalho
20/02/2025 15:36:02;10457;1;380;Quantum Componentes LTDA;46.340.378/0001-52;0;Amanda Carvalho
20/02/2025 14:57:44;10456;1;3760;Solution Manutenção ME;63.780.488/0001-96;0;Mariana Fernandes
20/02/2025 14:42:48;10455;1;176;Sigma Móveis EIRELI;17.151.698/0001-71;0;Amanda Carvalho
20/02/2025 12:48:36;10454;1;48,15;Core Alimentos EIRELI;39.864.192/0001-65;0;Amanda Carvalho
20/02/2025 11:48:34;10453;1;693;Health Sistemas ME;69.488.376/0001-91;0;Amanda Carvalho
20/02/2025 11:38:22;10452;1;1156,7;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
20/02/2025 10:37:19;10451;1;455,525;Service Redes Grupo;64.697.508/0001-56;0;Amanda Carvalho
20/02/2025 10:27:43;10450;1;1054,5;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
20/02/2025 09:44:27;10449;1;48,15;Core Alimentos EIRELI;39.864.192/0001-65;0;Amanda Carvalho
19/02/2025 15:44:24;10448;1;1807;Tech Sistemas S.A.;72.668.876/0001-40;0;Mariana Fernandes
19/02/2025 15:31:05;10447;1;1878;Synergy Projetos S.A.;47.864.991/0001-53;0;Mariana Fernandes
19/02/2025 14:43:14;10446;1;570,5;Service Manutenção Grupo;83.584.348/0001-70;0;Amanda Carvalho
19/02/2025 14:33:17;10445;1;3098;Sigma Redes S.A.;51.316.565/0001-51;0;Amanda Carvalho
19/02/2025 14:28:01;10444;1;133,5;Sigma Redes S.A.;51.316.565/0001-51;0;Amanda Carvalho
19/02/2025 14:23:55;10443;1;228;Smart Comércio ME;25.671.882/0001-63;0;Amanda Carvalho
19/02/2025 14:10:41;10442;1;1750;Red Construções Grupo;99.120.977/0001-83;0;Amanda Carvalho
19/02/2025 14:02:17;10441;1;189;Amazonas Tecnologia EIRELI;23.194.489/0001-22;0;Amanda Carvalho
19/02/2025 13:55:29;10440;1;422,5;Amazonas Tecnologia EIRELI;23.194.489/0001-22;0;Amanda Carvalho
19/02/2025 13:48:20;10439;1;2964;Green Tecnologia ME;95.205.462/0001-81;0;Amanda Carvalho
19/02/2025 13:31:24;10437;1;950;Nexus Componentes Grupo;45.928.990/0001-10;0;Amanda Carvalho
19/02/2025 13:21:32;10436;1;1739,5;Delta Bebidas ME;47.181.975/0001-39;0;Mariana Fernandes
19/02/2025 13:18:06;10435;1;263,6;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
19/02/2025 10:35:46;10434;1;386,43;Core Indústria ME;82.180.187/0001-72;0;Mariana Fernandes
19/02/2025 09:57:46;10433;1;5485,34;Micro Distribuidora S.A.;19.244.872/0001-38;0;Mariana Fernandes
18/02/2025 13:41:05;10432;1;5417,87;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
18/02/2025 13:32:40;10431;1;7147,98;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
18/02/2025 13:23:30;10430;1;830,25;Nexus Componentes Grupo;45.928.990/0001-10;0;Mariana Fernandes
18/02/2025 10:58:39;10429;1;481,5;Nexus Eletrônicos Grupo;13.674.303/0001-93;0;Mariana Fernandes
17/02/2025 16:04:53;10428;1;439,5;Health Componentes Grupo;25.487.180/0001-80;0;Amanda Carvalho
17/02/2025 14:33:11;10427;1;325;Fast Construções LTDA;11.569.736/0001-82;0;Amanda Carvalho
17/02/2025 14:09:20;10426;1;197,5;Prime Embalagens S.A.;71.318.985/0001-61;0;Mariana Fernandes
14/02/2025 15:26:16;10425;1;650;Engineering Bebidas LTDA;29.252.930/0001-82;0;Mariana Fernandes
14/02/2025 14:13:09;10424;1;23,7;Elite Projetos Grupo;56.691.296/0001-18;0;Mariana Fernandes
14/02/2025 11:59:00;10423;1;1645;Nexus Componentes Grupo;45.928.990/0001-10;0;Mariana Fernandes
14/02/2025 10:15:26;10422;1;130;Prime Embalagens S.A.;71.318.985/0001-61;0;Amanda Ferreira
13/02/2025 14:09:34;10421;1;375,49;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
13/02/2025 12:35:15;10420;1;36;Tech Química S.A.;14.130.195/0001-37;0;Amanda Carvalho
13/02/2025 12:23:49;10419;1;280,5;Core Indústria ME;82.180.187/0001-72;0;Amanda Carvalho
13/02/2025 10:18:21;10418;1;200;Prime Embalagens S.A.;71.318.985/0001-61;0;Amanda Carvalho
12/02/2025 16:31:44;10417;1;1480,12;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
12/02/2025 15:30:42;10416;1;200;Tech Química S.A.;14.130.195/0001-37;0;Amanda Carvalho
12/02/2025 15:13:37;10415;1;1428;Smart Comércio ME;25.671.882/0001-63;0;Amanda Carvalho
12/02/2025 15:04:32;10414;1;100;Creative Móveis S.A.;81.474.192/0001-60;0;Amanda Carvalho
12/02/2025 14:28:35;10413;1;651,5;Global Metalúrgica ME;92.252.372/0001-28;0;Amanda Carvalho
11/02/2025 15:52:02;10412;1;231;Alpha Comércio LTDA;39.169.132/0001-52;0;Amanda Carvalho
11/02/2025 14:32:04;10411;1;138,5;Health Sistemas ME;69.488.376/0001-91;0;Mariana Fernandes
10/02/2025 16:23:05;10410;1;3317,1;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
10/02/2025 15:59:10;10409;1;843,5;Health Sistemas ME;69.488.376/0001-91;0;Mariana Fernandes
10/02/2025 15:53:49;10408;1;720;Advanced Redes LTDA;10.441.889/0001-26;0;Mariana Fernandes
10/02/2025 15:17:10;10407;1;150;Green Investimentos EIRELI;87.370.926/0001-15;0;Mariana Fernandes
10/02/2025 11:21:23;10406;1;2876;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
10/02/2025 11:17:40;10405;1;297,75;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
07/02/2025 14:09:56;10404;1;720;Advanced Redes LTDA;10.441.889/0001-26;0;Mariana Fernandes
07/02/2025 13:39:21;10403;1;1238,4;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
07/02/2025 11:20:14;10402;1;3317,1;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
07/02/2025 09:16:32;10400;1;190;Quantum Componentes LTDA;46.340.378/0001-52;0;Mariana Fernandes
06/02/2025 16:32:31;10399;1;1475;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
06/02/2025 15:58:49;10398;1;36;Amazonas Elétricos LTDA;26.614.704/0001-52;0;Amanda Carvalho
06/02/2025 15:20:30;10397;1;967,3;Prime Embalagens S.A.;71.318.985/0001-61;0;Amanda Carvalho
06/02/2025 11:42:02;10396;1;1880,2;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
06/02/2025 11:29:56;10395;1;390;Quantum Componentes LTDA;46.340.378/0001-52;0;Mariana Fernandes
06/02/2025 11:11:17;10394;1;1149;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
04/02/2025 14:32:41;10393;1;604,5;Marketing Elétricos S.A.;67.911.117/0001-21;0;Amanda Carvalho
04/02/2025 14:00:30;10392;1;120;Alpha Redes Grupo;25.565.477/0001-96;0;Amanda Carvalho
04/02/2025 11:35:17;10391;1;550;Health Sistemas ME;69.488.376/0001-91;0;Amanda Carvalho
04/02/2025 10:08:16;10390;1;41,5;Energy Bebidas EIRELI;84.490.942/0001-91;0;Amanda Ferreira
04/02/2025 09:17:48;10389;1;549,4;Solution Manutenção ME;63.780.488/0001-96;0;Amanda Carvalho
04/02/2025 09:06:25;10388;1;115,875;Red Tecnologia Grupo;75.864.239/0001-18;0;Amanda Carvalho
03/02/2025 16:56:10;10387;1;784,5;Red Elétricos LTDA;55.405.871/0001-59;0;Mariana Fernandes
03/02/2025 14:35:15;10386;1;243;Health Sistemas ME;69.488.376/0001-91;0;Mariana Fernandes
03/02/2025 12:17:48;10385;1;1762,8;Energy Transportes Grupo;82.408.515/0001-80;0;Amanda Carvalho
03/02/2025 11:50:36;10384;1;205,65;Metal Têxtil Grupo;24.494.690/0001-34;0;Amanda Carvalho
03/02/2025 10:43:05;10383;1;3742,2;Marketing Sistemas Grupo;59.339.976/0001-62;0;Amanda Carvalho
31/01/2025 15:59:28;10382;1;391,7;Safe Construções S.A.;45.870.951/0001-63;0;Amanda Carvalho
30/01/2025 15:04:06;10381;1;66;Inova Sistemas S.A.;83.467.688/0001-47;0;Amanda Carvalho
30/01/2025 12:26:29;10380;1;364;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
29/01/2025 09:53:15;10379;1;1820,6;Prime Móveis S.A.;67.365.869/0001-41;0;Amanda Carvalho
28/01/2025 15:29:37;10378;1;977;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
28/01/2025 11:07:52;10377;1;414,5;Blue Distribuidora ME;70.125.734/0001-81;0;Amanda Carvalho
28/01/2025 10:59:47;10376;1;1951,95;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
28/01/2025 10:49:02;10375;1;417,2;Prime Móveis S.A.;67.365.869/0001-41;0;Amanda Carvalho
28/01/2025 08:41:44;10374;1;255;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
27/01/2025 16:09:28;10373;1;218,5;Titan Moda EIRELI;61.787.765/0001-57;0;Amanda Carvalho
27/01/2025 14:39:29;10372;1;2443,5;Service Manutenção Grupo;83.584.348/0001-70;0;Amanda Carvalho
27/01/2025 14:20:48;10371;1;169;Health Sistemas ME;69.488.376/0001-91;0;Amanda Carvalho
27/01/2025 12:24:51;10370;1;350,65;Power Alimentos EIRELI;24.400.545/0001-30;0;Amanda Carvalho
27/01/2025 09:35:36;10369;1;384,5;Software Moda LTDA;23.897.535/0001-38;0;Amanda Carvalho
24/01/2025 11:24:32;10368;1;245;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
24/01/2025 11:12:57;10367;1;952,6;Fast Têxtil ME;92.164.750/0001-69;0;Mariana Fernandes
23/01/2025 14:59:38;10366;1;259;Marketing Web S.A.;24.243.146/0001-14;0;Amanda Carvalho
23/01/2025 10:53:35;10365;1;70;Smart Elétricos LTDA;22.340.650/0001-27;0;Mariana Fernandes
23/01/2025 10:19:03;10364;1;140;Air Sistemas EIRELI;65.597.129/0001-59;0;Mariana Fernandes
23/01/2025 09:51:54;10363;1;384,5;Software Moda LTDA;23.897.535/0001-38;0;Amanda Carvalho
23/01/2025 09:44:33;10362;1;384,5;Software Moda LTDA;23.897.535/0001-38;0;Amanda Carvalho
23/01/2025 09:41:50;10361;1;309;Orion Química EIRELI;37.771.611/0001-60;0;Mariana Fernandes
23/01/2025 09:33:15;10360;1;786,5;Core Indústria ME;82.180.187/0001-72;0;Amanda Carvalho
22/01/2025 11:33:07;10358;1;2079,45;Omega Indústria ME;49.709.866/0001-82;0;Mariana Fernandes
21/01/2025 11:36:10;10357;1;1020,3;Core Indústria ME;82.180.187/0001-72;0;Mariana Fernandes
20/01/2025 15:02:30;10356;1;279,5;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
20/01/2025 14:27:54;10355;1;1375,6;Creative Web ME;35.250.125/0001-15;0;Mariana Fernandes
20/01/2025 12:04:20;10354;1;1050;Red Construções Grupo;99.120.977/0001-83;0;Amanda Carvalho
20/01/2025 12:00:08;10353;1;630,5;Marketing Sistemas Grupo;59.339.976/0001-62;0;Amanda Carvalho
20/01/2025 10:45:46;10352;1;330;Engineering Redes ME;66.664.822/0001-64;0;Mariana Fernandes
20/01/2025 10:10:11;10351;1;100;Consulting Metalúrgica LTDA;60.706.677/0001-94;0;Amanda Carvalho
17/01/2025 14:30:54;10348;1;2878,04;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
17/01/2025 13:21:02;10347;1;167,4;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
17/01/2025 11:41:25;10346;1;256,5;Power Alimentos EIRELI;24.400.545/0001-30;0;Amanda Carvalho
17/01/2025 10:17:55;10345;1;1039,5;Sea Bebidas Grupo;52.195.938/0001-40;0;Amanda Carvalho
17/01/2025 10:13:38;10344;1;837;Sea Bebidas Grupo;52.195.938/0001-40;0;Amanda Carvalho
17/01/2025 10:07:00;10343;1;1807,85;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
17/01/2025 09:47:50;10341;1;954;Sea Bebidas Grupo;52.195.938/0001-40;0;Amanda Carvalho
16/01/2025 14:39:34;10340;1;200;Mega Redes EIRELI;89.809.507/0001-93;0;Mariana Fernandes
16/01/2025 14:33:11;10339;1;770;Elite Componentes LTDA;69.805.411/0001-99;0;Mariana Fernandes
16/01/2025 14:04:29;10338;1;675,6;Red Componentes EIRELI;95.860.813/0001-79;0;Mariana Fernandes
16/01/2025 13:52:01;10337;1;997,7;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
16/01/2025 10:33:20;10336;1;829,81;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
16/01/2025 10:25:52;10335;1;489,3;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
16/01/2025 10:19:16;10334;1;2120,5;Food Serviços EIRELI;74.880.282/0001-74;0;Amanda Carvalho
15/01/2025 15:40:20;10332;1;635,5;Smart Comércio ME;25.671.882/0001-63;0;Mariana Fernandes
15/01/2025 13:46:12;10331;1;567;Tech Sistemas S.A.;72.668.876/0001-40;0;Mariana Fernandes
15/01/2025 13:14:18;10330;1;197,5;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
15/01/2025 11:59:37;10329;1;368;Steel Química ME;63.770.201/0001-72;0;Amanda Carvalho
15/01/2025 10:54:48;10328;1;859,5;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
15/01/2025 10:51:31;10327;1;569,6;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
15/01/2025 10:30:32;10326;1;407,5;Service Manutenção Grupo;83.584.348/0001-70;0;Amanda Carvalho
15/01/2025 10:22:01;10325;1;1502,8;Sigma Redes S.A.;51.316.565/0001-51;0;Amanda Carvalho
15/01/2025 10:12:09;10324;1;1521;Sigma Redes S.A.;51.316.565/0001-51;0;Amanda Carvalho
15/01/2025 10:02:38;10323;1;422,8;Titan Moda EIRELI;61.787.765/0001-57;0;Mariana Fernandes
15/01/2025 09:27:42;10322;1;799;Advanced Redes LTDA;10.441.889/0001-26;0;Amanda Carvalho
14/01/2025 14:26:48;10321;1;709,31;Software Componentes ME;43.242.352/0001-81;0;Amanda Ferreira
14/01/2025 13:37:35;10320;1;950;Prime Móveis S.A.;67.365.869/0001-41;0;Amanda Carvalho
14/01/2025 13:15:41;10319;1;197,5;Nexus Componentes Grupo;45.928.990/0001-10;0;Amanda Carvalho
14/01/2025 13:02:50;10318;1;1757,5;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
14/01/2025 12:43:57;10317;1;741,6;Service Redes Grupo;64.697.508/0001-56;0;Amanda Carvalho
14/01/2025 11:24:28;10316;1;161;Smart Comércio ME;25.671.882/0001-63;0;Amanda Carvalho
13/01/2025 14:04:57;10315;1;3691;Service Componentes ME;64.287.385/0001-69;0;Mariana Fernandes
13/01/2025 13:10:49;10314;1;8046;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
13/01/2025 11:43:28;10313;1;2188,5;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
13/01/2025 08:56:41;10312;1;342,5;Consulting Indústria Grupo;22.881.312/0001-90;0;Amanda Carvalho
10/01/2025 14:20:47;10311;1;499;Core Indústria ME;82.180.187/0001-72;0;Mariana Fernandes
10/01/2025 12:46:24;10310;1;487,74;Prime Embalagens S.A.;71.318.985/0001-61;0;Mariana Fernandes
10/01/2025 09:53:33;10309;1;89;Energy Obras ME;44.263.906/0001-99;0;Mariana Fernandes
09/01/2025 15:22:21;10307;1;3960;Sigma Redes S.A.;51.316.565/0001-51;0;Amanda Carvalho
09/01/2025 15:16:05;10306;1;305;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
09/01/2025 12:17:57;10305;1;1204,5;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
09/01/2025 10:09:30;10304;1;858;Nexus Eletrônicos Grupo;13.674.303/0001-93;0;Mariana Fernandes
08/01/2025 15:22:04;10303;1;1331;Smart Comércio ME;25.671.882/0001-63;0;Amanda Carvalho
08/01/2025 13:56:51;10302;1;57,8;Venture Tecnologia EIRELI;36.803.749/0001-43;0;Mariana Fernandes
07/01/2025 16:45:33;10301;1;262;Alpha Comércio LTDA;39.169.132/0001-52;0;Amanda Carvalho
07/01/2025 15:30:23;10300;1;479,5;Consulting Embalagens EIRELI;14.806.479/0001-37;0;Mariana Fernandes
07/01/2025 10:22:42;10299;1;47,5;Venture Tecnologia EIRELI;36.803.749/0001-43;0;Mariana Fernandes
